followed,following
AK Lisa Murkowski,MT Jon Tester
NM Martin Heinrich,MT Jon Tester
TX John Cornyn,MT Jon Tester
OR Ron Wyden,MT Jon Tester
MA Elizabeth Warren,MT Jon Tester
OK James Lankford,MT Jon Tester
DE Thomas R. Carper,MT Jon Tester
WI Ron Johnson,MT Jon Tester
ID James E. Risch,MT Jon Tester
HI Brian Schatz,MT Jon Tester
GA Johnny Isakson,MT Jon Tester
AR John Boozman,MT Jon Tester
HI Mazie K. Hirono,MT Jon Tester
PA Patrick J. Toomey,MT Jon Tester
WI Tammy Baldwin,MT Jon Tester
MS Roger F. Wicker,MT Jon Tester
NE Deb Fischer,MT Jon Tester
RI Jack Reed,MT Jon Tester
MO Roy Blunt,MT Jon Tester
KY Rand Paul,MT Jon Tester
ME Susan M. Collins,MT Jon Tester
VA Tim Kaine,MT Jon Tester
NC Richard Burr,MT Jon Tester
TX Ted Cruz,MT Jon Tester
SC Tim Scott,MT Jon Tester
GA David Perdue,MT Jon Tester
NC Thom Tillis,MT Jon Tester
MT Steve Daines,MT Jon Tester
SD John Thune,MT Jon Tester
WY John Barrasso,MT Jon Tester
WA Maria Cantwell,MT Jon Tester
ND John Hoeven,MT Jon Tester
ME Angus S. King Jr.,MT Jon Tester
VT Bernard Sanders,MT Jon Tester
IA Chuck Grassley,MT Jon Tester
VA Mark R. Warner,MT Jon Tester
WV Joe Manchin III,MT Jon Tester
CO Michael F. Bennet,MT Jon Tester
VT Patrick J. Leahy,MT Jon Tester
DE Christopher A. Coons,MT Jon Tester
PA Robert P. Casey Jr.,MT Jon Tester
NJ Robert Menendez,MT Jon Tester
CT Richard Blumenthal,MT Jon Tester
MD Benjamin L. Cardin,MT Jon Tester
IL Richard J. Durbin,MT Jon Tester
NH Jeanne Shaheen,MT Jon Tester
NM Tom Udall,MT Jon Tester
OR Jeff Merkley,MT Jon Tester
RI Sheldon Whitehouse,MT Jon Tester
MI Debbie Stabenow,MT Jon Tester
CA Dianne Feinstein,MT Jon Tester
WA Patty Murray,MT Jon Tester
ID Mike Crapo,MT Jon Tester
KS Jerry Moran,MT Jon Tester
AR Tom Cotton,NC Richard Burr
VA Tim Kaine,NC Richard Burr
VA Mark R. Warner,NC Richard Burr
KY Rand Paul,NC Richard Burr
LA John Kennedy,NC Richard Burr
MI Debbie Stabenow,NC Richard Burr
FL Marco Rubio,NC Richard Burr
MI Gary C. Peters,NC Richard Burr
MT Steve Daines,NC Richard Burr
NJ Robert Menendez,NC Richard Burr
IL Richard J. Durbin,NC Richard Burr
OK James Lankford,NC Richard Burr
OK James M. Inhofe,NC Richard Burr
CO Michael F. Bennet,NC Richard Burr
WV Joe Manchin III,NC Richard Burr
CO Cory Gardner,NC Richard Burr
WV Shelley Moore Capito,NC Richard Burr
OR Jeff Merkley,NC Richard Burr
IA Chuck Grassley,NC Richard Burr
SC Tim Scott,NC Richard Burr
ID James E. Risch,NC Richard Burr
ID Mike Crapo,NC Richard Burr
CA Dianne Feinstein,NC Richard Burr
MD Benjamin L. Cardin,NC Richard Burr
WA Maria Cantwell,NC Richard Burr
WA Patty Murray,NC Richard Burr
WI Tammy Baldwin,NC Richard Burr
HI Mazie K. Hirono,NC Richard Burr
HI Brian Schatz,NC Richard Burr
NM Martin Heinrich,NC Richard Burr
CT Richard Blumenthal,NC Richard Burr
NM Tom Udall,NC Richard Burr
RI Sheldon Whitehouse,NC Richard Burr
VT Patrick J. Leahy,NC Richard Burr
RI Jack Reed,NC Richard Burr
DE Christopher A. Coons,NC Richard Burr
ND John Hoeven,NC Richard Burr
DE Thomas R. Carper,NC Richard Burr
MT Jon Tester,NC Richard Burr
PA Robert P. Casey Jr.,NC Richard Burr
AL Richard C. Shelby,NC Richard Burr
ME Susan M. Collins,NC Richard Burr
GA David Perdue,NC Richard Burr
AK Lisa Murkowski,NC Richard Burr
IA Joni Ernst,NC Richard Burr
AK Dan Sullivan,NC Richard Burr
SD Mike Rounds,NC Richard Burr
NE Ben Sasse,NC Richard Burr
NE Deb Fischer,NC Richard Burr
TX Ted Cruz,NC Richard Burr
UT Mike Lee,NC Richard Burr
MS Roger F. Wicker,NC Richard Burr
TN Lamar Alexander,NC Richard Burr
WI Ron Johnson,NC Richard Burr
WY John Barrasso,NC Richard Burr
SD John Thune,NC Richard Burr
AR John Boozman,NC Richard Burr
PA Patrick J. Toomey,NC Richard Burr
KS Pat Roberts,NC Richard Burr
KS Jerry Moran,NC Richard Burr
NC Thom Tillis,NC Richard Burr
OH Rob Portman,NC Richard Burr
GA Johnny Isakson,NC Richard Burr
TX John Cornyn,NC Richard Burr
MO Roy Blunt,NC Richard Burr
ND Kevin Cramer,NC Thom Tillis
FL Rick Scott,NC Thom Tillis
AZ Kyrsten Sinema,NC Thom Tillis
UT Mitt Romney,NC Thom Tillis
TN Marsha Blackburn,NC Thom Tillis
MO Josh Hawley,NC Thom Tillis
IN Mike Braun,NC Thom Tillis
LA Bill Cassidy,NC Thom Tillis
MS Cindy Hyde-Smith,NC Thom Tillis
MN Amy Klobuchar,NC Thom Tillis
LA John Kennedy,NC Thom Tillis
DE Christopher A. Coons,NC Thom Tillis
IN Todd Young,NC Thom Tillis
SC Lindsey Graham,NC Thom Tillis
OK James M. Inhofe,NC Thom Tillis
AK Dan Sullivan,NC Thom Tillis
KY Mitch McConnell,NC Thom Tillis
SD Mike Rounds,NC Thom Tillis
MT Steve Daines,NC Thom Tillis
GA David Perdue,NC Thom Tillis
UT Mike Lee,NC Thom Tillis
SC Tim Scott,NC Thom Tillis
KY Rand Paul,NC Thom Tillis
WY John Barrasso,NC Thom Tillis
WV Shelley Moore Capito,NC Thom Tillis
VA Tim Kaine,NC Thom Tillis
PA Robert P. Casey Jr.,NC Thom Tillis
HI Mazie K. Hirono,NC Thom Tillis
MD Benjamin L. Cardin,NC Thom Tillis
NH Jeanne Shaheen,NC Thom Tillis
WA Maria Cantwell,NC Thom Tillis
GA Johnny Isakson,NC Thom Tillis
TN Lamar Alexander,NC Thom Tillis
MI Debbie Stabenow,NC Thom Tillis
KS Pat Roberts,NC Thom Tillis
NM Tom Udall,NC Thom Tillis
OH Sherrod Brown,NC Thom Tillis
VT Bernard Sanders,NC Thom Tillis
OR Jeff Merkley,NC Thom Tillis
MA Edward J. Markey,NC Thom Tillis
MO Roy Blunt,NC Thom Tillis
NC Richard Burr,NC Thom Tillis
AL Richard C. Shelby,NC Thom Tillis
ME Susan M. Collins,NC Thom Tillis
OH Rob Portman,NC Thom Tillis
NJ Robert Menendez,NC Thom Tillis
KS Jerry Moran,NC Thom Tillis
AK Lisa Murkowski,NC Thom Tillis
TX John Cornyn,NC Thom Tillis
IA Chuck Grassley,NC Thom Tillis
VA Mark R. Warner,NC Thom Tillis
AR John Boozman,NC Thom Tillis
PA Patrick J. Toomey,NC Thom Tillis
CO Michael F. Bennet,NC Thom Tillis
OK James Lankford,NC Thom Tillis
FL Marco Rubio,NC Thom Tillis
WI Ron Johnson,NC Thom Tillis
WV Joe Manchin III,NC Thom Tillis
CO Cory Gardner,NC Thom Tillis
MI Gary C. Peters,NC Thom Tillis
RI Sheldon Whitehouse,NC Thom Tillis
VT Patrick J. Leahy,NC Thom Tillis
IL Richard J. Durbin,NC Thom Tillis
MT Jon Tester,NC Thom Tillis
RI Jack Reed,NC Thom Tillis
CA Dianne Feinstein,NC Thom Tillis
ND John Hoeven,NC Thom Tillis
SD John Thune,NC Thom Tillis
WA Patty Murray,NC Thom Tillis
CT Richard Blumenthal,NC Thom Tillis
MS Roger F. Wicker,NC Thom Tillis
OR Ron Wyden,NC Thom Tillis
DE Thomas R. Carper,NC Thom Tillis
ID Mike Crapo,NC Thom Tillis
AR Tom Cotton,NC Thom Tillis
MA Elizabeth Warren,NC Thom Tillis
ME Angus S. King Jr.,NC Thom Tillis
NE Deb Fischer,NC Thom Tillis
TX Ted Cruz,NC Thom Tillis
WI Tammy Baldwin,NC Thom Tillis
ID James E. Risch,NC Thom Tillis
NM Martin Heinrich,NC Thom Tillis
HI Brian Schatz,NC Thom Tillis
IA Joni Ernst,NC Thom Tillis
NE Ben Sasse,NC Thom Tillis
NV Jacky Rosen,ND Kevin Cramer
MS Cindy Hyde-Smith,ND Kevin Cramer
ND John Hoeven,ND Kevin Cramer
AK Lisa Murkowski,ND Kevin Cramer
UT Mike Lee,ND Kevin Cramer
WI Ron Johnson,ND Kevin Cramer
AR John Boozman,ND Kevin Cramer
ID James E. Risch,ND Kevin Cramer
KS Pat Roberts,ND Kevin Cramer
AL Richard C. Shelby,ND Kevin Cramer
OK James M. Inhofe,ND Kevin Cramer
IA Chuck Grassley,ND Kevin Cramer
NC Thom Tillis,ND Kevin Cramer
ID Mike Crapo,ND Kevin Cramer
ME Susan M. Collins,ND Kevin Cramer
NE Deb Fischer,ND Kevin Cramer
AK Dan Sullivan,ND Kevin Cramer
IA Joni Ernst,ND Kevin Cramer
WV Joe Manchin III,ND Kevin Cramer
KS Jerry Moran,ND Kevin Cramer
OK James Lankford,ND Kevin Cramer
IN Mike Braun,ND Kevin Cramer
TX John Cornyn,ND Kevin Cramer
GA Johnny Isakson,ND Kevin Cramer
LA John Kennedy,ND Kevin Cramer
FL Rick Scott,ND Kevin Cramer
LA Bill Cassidy,ND Kevin Cramer
UT Mitt Romney,ND Kevin Cramer
MS Roger F. Wicker,ND Kevin Cramer
GA David Perdue,ND Kevin Cramer
WY John Barrasso,ND Kevin Cramer
SD Mike Rounds,ND Kevin Cramer
KY Mitch McConnell,ND Kevin Cramer
WV Shelley Moore Capito,ND Kevin Cramer
AZ Kyrsten Sinema,ND Kevin Cramer
TN Marsha Blackburn,ND Kevin Cramer
CO Cory Gardner,ND Kevin Cramer
IN Todd Young,ND Kevin Cramer
AR Tom Cotton,ND Kevin Cramer
MT Steve Daines,ND Kevin Cramer
SC Tim Scott,ND Kevin Cramer
SD John Thune,ND Kevin Cramer
OH Rob Portman,ND Kevin Cramer
MO Roy Blunt,ND Kevin Cramer
MA Edward J. Markey,ND John Hoeven
MI Gary C. Peters,ND John Hoeven
MN Amy Klobuchar,ND John Hoeven
MN Tina Smith,ND John Hoeven
MS Cindy Hyde-Smith,ND John Hoeven
UT Mitt Romney,ND John Hoeven
FL Rick Scott,ND John Hoeven
IN Mike Braun,ND John Hoeven
MO Josh Hawley,ND John Hoeven
TN Marsha Blackburn,ND John Hoeven
NV Catherine Cortez Masto,ND John Hoeven
WA Patty Murray,ND John Hoeven
VA Mark R. Warner,ND John Hoeven
IN Todd Young,ND John Hoeven
LA John Kennedy,ND John Hoeven
WI Tammy Baldwin,ND John Hoeven
OH Sherrod Brown,ND John Hoeven
IA Chuck Grassley,ND John Hoeven
SC Lindsey Graham,ND John Hoeven
CA Dianne Feinstein,ND John Hoeven
CO Michael F. Bennet,ND John Hoeven
MT Jon Tester,ND John Hoeven
OR Ron Wyden,ND John Hoeven
OR Jeff Merkley,ND John Hoeven
PA Robert P. Casey Jr.,ND John Hoeven
NM Tom Udall,ND John Hoeven
NC Thom Tillis,ND John Hoeven
CO Cory Gardner,ND John Hoeven
UT Mike Lee,ND John Hoeven
KY Mitch McConnell,ND John Hoeven
AK Dan Sullivan,ND John Hoeven
IA Joni Ernst,ND John Hoeven
NE Ben Sasse,ND John Hoeven
WV Shelley Moore Capito,ND John Hoeven
MT Steve Daines,ND John Hoeven
AL Richard C. Shelby,ND John Hoeven
NM Martin Heinrich,ND John Hoeven
SD Mike Rounds,ND John Hoeven
DE Christopher A. Coons,ND John Hoeven
NC Richard Burr,ND John Hoeven
OK James Lankford,ND John Hoeven
AR Tom Cotton,ND John Hoeven
GA David Perdue,ND John Hoeven
PA Patrick J. Toomey,ND John Hoeven
WI Ron Johnson,ND John Hoeven
KY Rand Paul,ND John Hoeven
FL Marco Rubio,ND John Hoeven
OK James M. Inhofe,ND John Hoeven
MI Debbie Stabenow,ND John Hoeven
SC Tim Scott,ND John Hoeven
ME Angus S. King Jr.,ND John Hoeven
MA Elizabeth Warren,ND John Hoeven
NE Deb Fischer,ND John Hoeven
GA Johnny Isakson,ND John Hoeven
KS Jerry Moran,ND John Hoeven
ND Kevin Cramer,ND John Hoeven
TX Ted Cruz,ND John Hoeven
ID James E. Risch,ND John Hoeven
AR John Boozman,ND John Hoeven
TX John Cornyn,ND John Hoeven
WV Joe Manchin III,ND John Hoeven
MS Roger F. Wicker,ND John Hoeven
TN Lamar Alexander,ND John Hoeven
SD John Thune,ND John Hoeven
MO Roy Blunt,ND John Hoeven
KS Pat Roberts,ND John Hoeven
ID Mike Crapo,ND John Hoeven
WY John Barrasso,ND John Hoeven
ME Susan M. Collins,ND John Hoeven
OH Rob Portman,ND John Hoeven
AK Lisa Murkowski,ND John Hoeven
MN Tina Smith,NE Deb Fischer
AK Dan Sullivan,NE Deb Fischer
MO Josh Hawley,NE Deb Fischer
IL Tammy Duckworth,NE Deb Fischer
TN Marsha Blackburn,NE Deb Fischer
ND Kevin Cramer,NE Deb Fischer
IN Mike Braun,NE Deb Fischer
UT Mitt Romney,NE Deb Fischer
AZ Kyrsten Sinema,NE Deb Fischer
NV Jacky Rosen,NE Deb Fischer
AL Doug Jones,NE Deb Fischer
FL Rick Scott,NE Deb Fischer
MS Cindy Hyde-Smith,NE Deb Fischer
IN Todd Young,NE Deb Fischer
NH Margaret Wood Hassan,NE Deb Fischer
CO Cory Gardner,NE Deb Fischer
KY Mitch McConnell,NE Deb Fischer
SD Mike Rounds,NE Deb Fischer
MT Jon Tester,NE Deb Fischer
WI Tammy Baldwin,NE Deb Fischer
MA Edward J. Markey,NE Deb Fischer
MI Gary C. Peters,NE Deb Fischer
NC Thom Tillis,NE Deb Fischer
NE Ben Sasse,NE Deb Fischer
OK James Lankford,NE Deb Fischer
IA Joni Ernst,NE Deb Fischer
MT Steve Daines,NE Deb Fischer
AR Tom Cotton,NE Deb Fischer
WV Shelley Moore Capito,NE Deb Fischer
GA David Perdue,NE Deb Fischer
HI Brian Schatz,NE Deb Fischer
ND John Hoeven,NE Deb Fischer
PA Robert P. Casey Jr.,NE Deb Fischer
OR Ron Wyden,NE Deb Fischer
MS Roger F. Wicker,NE Deb Fischer
RI Sheldon Whitehouse,NE Deb Fischer
MA Elizabeth Warren,NE Deb Fischer
VA Mark R. Warner,NE Deb Fischer
NM Tom Udall,NE Deb Fischer
PA Patrick J. Toomey,NE Deb Fischer
SD John Thune,NE Deb Fischer
MI Debbie Stabenow,NE Deb Fischer
AL Richard C. Shelby,NE Deb Fischer
FL Marco Rubio,NE Deb Fischer
NH Jeanne Shaheen,NE Deb Fischer
SC Tim Scott,NE Deb Fischer
VT Bernard Sanders,NE Deb Fischer
KS Pat Roberts,NE Deb Fischer
ID James E. Risch,NE Deb Fischer
RI Jack Reed,NE Deb Fischer
OH Rob Portman,NE Deb Fischer
KY Rand Paul,NE Deb Fischer
WA Patty Murray,NE Deb Fischer
AK Lisa Murkowski,NE Deb Fischer
KS Jerry Moran,NE Deb Fischer
OR Jeff Merkley,NE Deb Fischer
NJ Robert Menendez,NE Deb Fischer
WV Joe Manchin III,NE Deb Fischer
UT Mike Lee,NE Deb Fischer
VT Patrick J. Leahy,NE Deb Fischer
ME Angus S. King Jr.,NE Deb Fischer
VA Tim Kaine,NE Deb Fischer
WI Ron Johnson,NE Deb Fischer
OK James M. Inhofe,NE Deb Fischer
HI Mazie K. Hirono,NE Deb Fischer
NM Martin Heinrich,NE Deb Fischer
IA Chuck Grassley,NE Deb Fischer
CA Dianne Feinstein,NE Deb Fischer
IL Richard J. Durbin,NE Deb Fischer
TX Ted Cruz,NE Deb Fischer
ID Mike Crapo,NE Deb Fischer
TX John Cornyn,NE Deb Fischer
DE Christopher A. Coons,NE Deb Fischer
ME Susan M. Collins,NE Deb Fischer
DE Thomas R. Carper,NE Deb Fischer
MD Benjamin L. Cardin,NE Deb Fischer
WA Maria Cantwell,NE Deb Fischer
NC Richard Burr,NE Deb Fischer
OH Sherrod Brown,NE Deb Fischer
AR John Boozman,NE Deb Fischer
MO Roy Blunt,NE Deb Fischer
CT Richard Blumenthal,NE Deb Fischer
CO Michael F. Bennet,NE Deb Fischer
WY John Barrasso,NE Deb Fischer
TN Lamar Alexander,NE Deb Fischer
MS Cindy Hyde-Smith,NH Margaret Wood Hassan
NJ Cory A. Booker,NH Margaret Wood Hassan
NY Kirsten E. Gillibrand,NH Margaret Wood Hassan
LA Bill Cassidy,NH Margaret Wood Hassan
UT Mitt Romney,NH Margaret Wood Hassan
FL Rick Scott,NH Margaret Wood Hassan
NV Jacky Rosen,NH Margaret Wood Hassan
AZ Kyrsten Sinema,NH Margaret Wood Hassan
MN Amy Klobuchar,NH Margaret Wood Hassan
AL Doug Jones,NH Margaret Wood Hassan
MN Tina Smith,NH Margaret Wood Hassan
NC Thom Tillis,NH Margaret Wood Hassan
HI Brian Schatz,NH Margaret Wood Hassan
NE Ben Sasse,NH Margaret Wood Hassan
FL Marco Rubio,NH Margaret Wood Hassan
LA John Kennedy,NH Margaret Wood Hassan
IA Joni Ernst,NH Margaret Wood Hassan
NV Catherine Cortez Masto,NH Margaret Wood Hassan
AL Richard C. Shelby,NH Margaret Wood Hassan
AK Lisa Murkowski,NH Margaret Wood Hassan
AK Dan Sullivan,NH Margaret Wood Hassan
AR Tom Cotton,NH Margaret Wood Hassan
AR John Boozman,NH Margaret Wood Hassan
CA Dianne Feinstein,NH Margaret Wood Hassan
CO Michael F. Bennet,NH Margaret Wood Hassan
CO Cory Gardner,NH Margaret Wood Hassan
CT Richard Blumenthal,NH Margaret Wood Hassan
DE Thomas R. Carper,NH Margaret Wood Hassan
DE Christopher A. Coons,NH Margaret Wood Hassan
GA David Perdue,NH Margaret Wood Hassan
GA Johnny Isakson,NH Margaret Wood Hassan
HI Mazie K. Hirono,NH Margaret Wood Hassan
ID Mike Crapo,NH Margaret Wood Hassan
ID James E. Risch,NH Margaret Wood Hassan
IL Tammy Duckworth,NH Margaret Wood Hassan
IL Richard J. Durbin,NH Margaret Wood Hassan
IN Todd Young,NH Margaret Wood Hassan
IA Chuck Grassley,NH Margaret Wood Hassan
KS Pat Roberts,NH Margaret Wood Hassan
KS Jerry Moran,NH Margaret Wood Hassan
KY Mitch McConnell,NH Margaret Wood Hassan
KY Rand Paul,NH Margaret Wood Hassan
MD Chris Van Hollen,NH Margaret Wood Hassan
MD Benjamin L. Cardin,NH Margaret Wood Hassan
MA Edward J. Markey,NH Margaret Wood Hassan
MA Elizabeth Warren,NH Margaret Wood Hassan
MI Gary C. Peters,NH Margaret Wood Hassan
MS Roger F. Wicker,NH Margaret Wood Hassan
MO Roy Blunt,NH Margaret Wood Hassan
MT Steve Daines,NH Margaret Wood Hassan
MT Jon Tester,NH Margaret Wood Hassan
NE Deb Fischer,NH Margaret Wood Hassan
NJ Robert Menendez,NH Margaret Wood Hassan
NM Martin Heinrich,NH Margaret Wood Hassan
NM Tom Udall,NH Margaret Wood Hassan
NC Richard Burr,NH Margaret Wood Hassan
ND John Hoeven,NH Margaret Wood Hassan
OH Sherrod Brown,NH Margaret Wood Hassan
OK James M. Inhofe,NH Margaret Wood Hassan
OH Rob Portman,NH Margaret Wood Hassan
OK James Lankford,NH Margaret Wood Hassan
OR Ron Wyden,NH Margaret Wood Hassan
PA Robert P. Casey Jr.,NH Margaret Wood Hassan
OR Jeff Merkley,NH Margaret Wood Hassan
RI Jack Reed,NH Margaret Wood Hassan
PA Patrick J. Toomey,NH Margaret Wood Hassan
RI Sheldon Whitehouse,NH Margaret Wood Hassan
SC Lindsey Graham,NH Margaret Wood Hassan
SC Tim Scott,NH Margaret Wood Hassan
SD Mike Rounds,NH Margaret Wood Hassan
SD John Thune,NH Margaret Wood Hassan
TN Lamar Alexander,NH Margaret Wood Hassan
TX John Cornyn,NH Margaret Wood Hassan
UT Mike Lee,NH Margaret Wood Hassan
VT Patrick J. Leahy,NH Margaret Wood Hassan
VA Tim Kaine,NH Margaret Wood Hassan
VA Mark R. Warner,NH Margaret Wood Hassan
WA Patty Murray,NH Margaret Wood Hassan
WA Maria Cantwell,NH Margaret Wood Hassan
WV Shelley Moore Capito,NH Margaret Wood Hassan
WV Joe Manchin III,NH Margaret Wood Hassan
WI Tammy Baldwin,NH Margaret Wood Hassan
WI Ron Johnson,NH Margaret Wood Hassan
WY John Barrasso,NH Margaret Wood Hassan
VT Bernard Sanders,NH Margaret Wood Hassan
MI Debbie Stabenow,NH Margaret Wood Hassan
ME Angus S. King Jr.,NH Margaret Wood Hassan
ME Susan M. Collins,NH Margaret Wood Hassan
IN Todd Young,NJ Cory A. Booker
NH Jeanne Shaheen,NJ Cory A. Booker
NV Catherine Cortez Masto,NJ Cory A. Booker
NY Kirsten E. Gillibrand,NJ Cory A. Booker
NV Jacky Rosen,NJ Cory A. Booker
AZ Kyrsten Sinema,NJ Cory A. Booker
MN Amy Klobuchar,NJ Cory A. Booker
AL Doug Jones,NJ Cory A. Booker
SC Lindsey Graham,NJ Cory A. Booker
WV Shelley Moore Capito,NJ Cory A. Booker
GA Johnny Isakson,NJ Cory A. Booker
GA David Perdue,NJ Cory A. Booker
MN Tina Smith,NJ Cory A. Booker
AK Dan Sullivan,NJ Cory A. Booker
MS Roger F. Wicker,NJ Cory A. Booker
NH Margaret Wood Hassan,NJ Cory A. Booker
IL Tammy Duckworth,NJ Cory A. Booker
MD Chris Van Hollen,NJ Cory A. Booker
CT Christopher Murphy,NJ Cory A. Booker
NE Ben Sasse,NJ Cory A. Booker
HI Brian Schatz,NJ Cory A. Booker
ND John Hoeven,NJ Cory A. Booker
VA Mark R. Warner,NJ Cory A. Booker
OK James Lankford,NJ Cory A. Booker
RI Sheldon Whitehouse,NJ Cory A. Booker
MD Benjamin L. Cardin,NJ Cory A. Booker
MI Debbie Stabenow,NJ Cory A. Booker
CO Michael F. Bennet,NJ Cory A. Booker
RI Jack Reed,NJ Cory A. Booker
MT Jon Tester,NJ Cory A. Booker
ID James E. Risch,NJ Cory A. Booker
KS Pat Roberts,NJ Cory A. Booker
KS Jerry Moran,NJ Cory A. Booker
AR John Boozman,NJ Cory A. Booker
MO Roy Blunt,NJ Cory A. Booker
OH Rob Portman,NJ Cory A. Booker
ME Susan M. Collins,NJ Cory A. Booker
OH Sherrod Brown,NJ Cory A. Booker
ME Angus S. King Jr.,NJ Cory A. Booker
DE Christopher A. Coons,NJ Cory A. Booker
NM Martin Heinrich,NJ Cory A. Booker
NM Tom Udall,NJ Cory A. Booker
DE Thomas R. Carper,NJ Cory A. Booker
KY Rand Paul,NJ Cory A. Booker
VT Bernard Sanders,NJ Cory A. Booker
HI Mazie K. Hirono,NJ Cory A. Booker
VA Tim Kaine,NJ Cory A. Booker
NC Thom Tillis,NJ Cory A. Booker
CA Kamala D. Harris,NJ Cory A. Booker
UT Mike Lee,NJ Cory A. Booker
IL Richard J. Durbin,NJ Cory A. Booker
WI Tammy Baldwin,NJ Cory A. Booker
CA Dianne Feinstein,NJ Cory A. Booker
AK Lisa Murkowski,NJ Cory A. Booker
MI Gary C. Peters,NJ Cory A. Booker
MA Edward J. Markey,NJ Cory A. Booker
PA Robert P. Casey Jr.,NJ Cory A. Booker
CT Richard Blumenthal,NJ Cory A. Booker
OR Jeff Merkley,NJ Cory A. Booker
OR Ron Wyden,NJ Cory A. Booker
WY John Barrasso,NJ Cory A. Booker
VT Patrick J. Leahy,NJ Cory A. Booker
WI Ron Johnson,NJ Cory A. Booker
SC Tim Scott,NJ Cory A. Booker
NE Deb Fischer,NJ Cory A. Booker
IA Chuck Grassley,NJ Cory A. Booker
KY Mitch McConnell,NJ Cory A. Booker
MA Elizabeth Warren,NJ Cory A. Booker
WA Patty Murray,NJ Cory A. Booker
NJ Robert Menendez,NJ Cory A. Booker
LA Bill Cassidy,NJ Robert Menendez
NV Jacky Rosen,NJ Robert Menendez
NY Kirsten E. Gillibrand,NJ Robert Menendez
UT Mitt Romney,NJ Robert Menendez
MN Amy Klobuchar,NJ Robert Menendez
MN Tina Smith,NJ Robert Menendez
AL Doug Jones,NJ Robert Menendez
NH Margaret Wood Hassan,NJ Robert Menendez
MD Chris Van Hollen,NJ Robert Menendez
IL Tammy Duckworth,NJ Robert Menendez
ID James E. Risch,NJ Robert Menendez
KS Pat Roberts,NJ Robert Menendez
ID Mike Crapo,NJ Robert Menendez
NC Richard Burr,NJ Robert Menendez
AR John Boozman,NJ Robert Menendez
CA Kamala D. Harris,NJ Robert Menendez
NV Catherine Cortez Masto,NJ Robert Menendez
ME Angus S. King Jr.,NJ Robert Menendez
HI Brian Schatz,NJ Robert Menendez
MT Jon Tester,NJ Robert Menendez
NJ Cory A. Booker,NJ Robert Menendez
MA Edward J. Markey,NJ Robert Menendez
MI Gary C. Peters,NJ Robert Menendez
WI Tammy Baldwin,NJ Robert Menendez
HI Mazie K. Hirono,NJ Robert Menendez
NM Martin Heinrich,NJ Robert Menendez
MA Elizabeth Warren,NJ Robert Menendez
SC Tim Scott,NJ Robert Menendez
VA Tim Kaine,NJ Robert Menendez
PA Patrick J. Toomey,NJ Robert Menendez
GA Johnny Isakson,NJ Robert Menendez
WA Maria Cantwell,NJ Robert Menendez
KY Rand Paul,NJ Robert Menendez
TX John Cornyn,NJ Robert Menendez
OH Rob Portman,NJ Robert Menendez
ME Susan M. Collins,NJ Robert Menendez
RI Jack Reed,NJ Robert Menendez
CA Dianne Feinstein,NJ Robert Menendez
AK Lisa Murkowski,NJ Robert Menendez
WA Patty Murray,NJ Robert Menendez
PA Robert P. Casey Jr.,NJ Robert Menendez
NH Jeanne Shaheen,NJ Robert Menendez
DE Thomas R. Carper,NJ Robert Menendez
DE Christopher A. Coons,NJ Robert Menendez
CT Richard Blumenthal,NJ Robert Menendez
RI Sheldon Whitehouse,NJ Robert Menendez
IL Richard J. Durbin,NJ Robert Menendez
OR Ron Wyden,NJ Robert Menendez
VT Patrick J. Leahy,NJ Robert Menendez
WV Joe Manchin III,NJ Robert Menendez
MI Debbie Stabenow,NJ Robert Menendez
NM Tom Udall,NJ Robert Menendez
VT Bernard Sanders,NJ Robert Menendez
MD Benjamin L. Cardin,NJ Robert Menendez
CO Michael F. Bennet,NJ Robert Menendez
VA Mark R. Warner,NJ Robert Menendez
OH Sherrod Brown,NJ Robert Menendez
OR Jeff Merkley,NJ Robert Menendez
MI Gary C. Peters,NM Martin Heinrich
AZ Kyrsten Sinema,NM Martin Heinrich
NV Jacky Rosen,NM Martin Heinrich
NC Thom Tillis,NM Martin Heinrich
MD Benjamin L. Cardin,NM Martin Heinrich
NC Richard Burr,NM Martin Heinrich
OK James Lankford,NM Martin Heinrich
MN Amy Klobuchar,NM Martin Heinrich
AL Doug Jones,NM Martin Heinrich
NH Margaret Wood Hassan,NM Martin Heinrich
MN Tina Smith,NM Martin Heinrich
OH Sherrod Brown,NM Martin Heinrich
PA Robert P. Casey Jr.,NM Martin Heinrich
MI Debbie Stabenow,NM Martin Heinrich
MA Edward J. Markey,NM Martin Heinrich
IL Tammy Duckworth,NM Martin Heinrich
NJ Robert Menendez,NM Martin Heinrich
DE Christopher A. Coons,NM Martin Heinrich
RI Sheldon Whitehouse,NM Martin Heinrich
WV Joe Manchin III,NM Martin Heinrich
MD Chris Van Hollen,NM Martin Heinrich
NV Catherine Cortez Masto,NM Martin Heinrich
CT Richard Blumenthal,NM Martin Heinrich
VA Mark R. Warner,NM Martin Heinrich
MA Elizabeth Warren,NM Martin Heinrich
CA Kamala D. Harris,NM Martin Heinrich
IA Joni Ernst,NM Martin Heinrich
DE Thomas R. Carper,NM Martin Heinrich
RI Jack Reed,NM Martin Heinrich
ID James E. Risch,NM Martin Heinrich
WA Maria Cantwell,NM Martin Heinrich
VT Bernard Sanders,NM Martin Heinrich
MT Jon Tester,NM Martin Heinrich
