Senator Name,Decision,Bill
LA Bill Cassidy,Yea,8
ME Susan M. Collins,Yea,8
DE Christopher A. Coons,Nay,8
TX John Cornyn,Yea,8
NV Catherine Cortez Masto,Nay,8
AR Tom Cotton,Yea,8
ND Kevin Cramer,Yea,8
ID Mike Crapo,Yea,8
TX Ted Cruz,Yea,8
MT Steve Daines,Yea,8
IL Tammy Duckworth,Nay,8
IL Richard J. Durbin,Nay,8
WY Michael B. Enzi,Yea,8
IA Joni Ernst,Yea,8
CA Dianne Feinstein,Nay,8
NE Deb Fischer,Yea,8
CO Cory Gardner,Yea,8
NY Kirsten E. Gillibrand,Nay,8
SC Lindsey Graham,Yea,8
IA Chuck Grassley,Yea,8
CA Kamala D. Harris,Not Voting,8
NH Margaret Wood Hassan,Nay,8
MO Josh Hawley,Yea,8
NM Martin Heinrich,Nay,8
HI Mazie K. Hirono,Nay,8
ND John Hoeven,Yea,8
MS Cindy Hyde-Smith,Yea,8
OK James M. Inhofe,Yea,8
GA Johnny Isakson,Yea,8
WI Ron Johnson,Yea,8
AL Doug Jones,Yea,8
VA Tim Kaine,Nay,8
LA John Kennedy,Yea,8
ME Angus S. King Jr.,Yea,8
MN Amy Klobuchar,Nay,8
OK James Lankford,Yea,8
VT Patrick J. Leahy,Nay,8
UT Mike Lee,Yea,8
WV Joe Manchin III,Yea,8
MA Edward J. Markey,Nay,8
KY Mitch McConnell,Yea,8
AZ Martha McSally,Yea,8
NJ Robert Menendez,Nay,8
OR Jeff Merkley,Nay,8
KS Jerry Moran,Yea,8
AK Lisa Murkowski,Yea,8
CT Christopher Murphy,Nay,8
WA Patty Murray,Nay,8
KY Rand Paul,Yea,8
GA David Perdue,Yea,8
MI Gary C. Peters,Nay,8
OH Rob Portman,Yea,8
RI Jack Reed,Nay,8
ID James E. Risch,Yea,8
KS Pat Roberts,Yea,8
UT Mitt Romney,Yea,8
NV Jacky Rosen,Nay,8
SD Mike Rounds,Yea,8
FL Marco Rubio,Not Voting,8
VT Bernard Sanders,Not Voting,8
NE Ben Sasse,Yea,8
HI Brian Schatz,Nay,8
NY Charles E. Schumer,Nay,8
FL Rick Scott,Yea,8
SC Tim Scott,Yea,8
NH Jeanne Shaheen,Nay,8
AL Richard C. Shelby,Yea,8
AZ Kyrsten Sinema,Yea,8
MN Tina Smith,Nay,8
MI Debbie Stabenow,Nay,8
AK Dan Sullivan,Yea,8
MT Jon Tester,Nay,8
SD John Thune,Yea,8
NC Thom Tillis,Yea,8
PA Patrick J. Toomey,Yea,8
NM Tom Udall,Nay,8
MD Chris Van Hollen,Nay,8
VA Mark R. Warner,Nay,8
MA Elizabeth Warren,Not Voting,8
RI Sheldon Whitehouse,Nay,8
MS Roger F. Wicker,Yea,8
OR Ron Wyden,Nay,8
IN Todd Young,Yea,8
TN Lamar Alexander,Yea,9
WI Tammy Baldwin,Nay,9
WY John Barrasso,Yea,9
CO Michael F. Bennet,Nay,9
TN Marsha Blackburn,Yea,9
CT Richard Blumenthal,Nay,9
MO Roy Blunt,Yea,9
NJ Cory A. Booker,Not Voting,9
AR John Boozman,Yea,9
IN Mike Braun,Yea,9
OH Sherrod Brown,Nay,9
NC Richard Burr,Not Voting,9
WA Maria Cantwell,Nay,9
WV Shelley Moore Capito,Yea,9
MD Benjamin L. Cardin,Nay,9
DE Thomas R. Carper,Nay,9
PA Robert P. Casey Jr.,Nay,9
LA Bill Cassidy,Yea,9
ME Susan M. Collins,Yea,9
DE Christopher A. Coons,Nay,9
TX John Cornyn,Yea,9
NV Catherine Cortez Masto,Nay,9
AR Tom Cotton,Yea,9
ND Kevin Cramer,Yea,9
ID Mike Crapo,Yea,9
TX Ted Cruz,Yea,9
MT Steve Daines,Yea,9
IL Tammy Duckworth,Nay,9
IL Richard J. Durbin,Nay,9
WY Michael B. Enzi,Yea,9
IA Joni Ernst,Yea,9
CA Dianne Feinstein,Nay,9
NE Deb Fischer,Yea,9
CO Cory Gardner,Yea,9
NY Kirsten E. Gillibrand,Nay,9
SC Lindsey Graham,Yea,9
IA Chuck Grassley,Yea,9
CA Kamala D. Harris,Not Voting,9
NH Margaret Wood Hassan,Nay,9
MO Josh Hawley,Yea,9
NM Martin Heinrich,Nay,9
HI Mazie K. Hirono,Nay,9
ND John Hoeven,Yea,9
MS Cindy Hyde-Smith,Yea,9
OK James M. Inhofe,Yea,9
GA Johnny Isakson,Yea,9
WI Ron Johnson,Yea,9
AL Doug Jones,Yea,9
VA Tim Kaine,Nay,9
LA John Kennedy,Yea,9
ME Angus S. King Jr.,Nay,9
MN Amy Klobuchar,Nay,9
OK James Lankford,Yea,9
VT Patrick J. Leahy,Nay,9
UT Mike Lee,Yea,9
WV Joe Manchin III,Nay,9
MA Edward J. Markey,Nay,9
KY Mitch McConnell,Yea,9
AZ Martha McSally,Yea,9
NJ Robert Menendez,Nay,9
OR Jeff Merkley,Nay,9
KS Jerry Moran,Yea,9
AK Lisa Murkowski,Yea,9
CT Christopher Murphy,Nay,9
WA Patty Murray,Nay,9
KY Rand Paul,Nay,9
GA David Perdue,Yea,9
MI Gary C. Peters,Nay,9
OH Rob Portman,Yea,9
RI Jack Reed,Nay,9
ID James E. Risch,Yea,9
KS Pat Roberts,Yea,9
UT Mitt Romney,Yea,9
NV Jacky Rosen,Nay,9
SD Mike Rounds,Yea,9
FL Marco Rubio,Not Voting,9
VT Bernard Sanders,Not Voting,9
NE Ben Sasse,Yea,9
HI Brian Schatz,Nay,9
NY Charles E. Schumer,Nay,9
FL Rick Scott,Yea,9
SC Tim Scott,Yea,9
NH Jeanne Shaheen,Nay,9
AL Richard C. Shelby,Yea,9
AZ Kyrsten Sinema,Yea,9
MN Tina Smith,Nay,9
MI Debbie Stabenow,Nay,9
AK Dan Sullivan,Yea,9
MT Jon Tester,Nay,9
SD John Thune,Yea,9
NC Thom Tillis,Yea,9
PA Patrick J. Toomey,Yea,9
NM Tom Udall,Nay,9
MD Chris Van Hollen,Nay,9
VA Mark R. Warner,Nay,9
MA Elizabeth Warren,Not Voting,9
RI Sheldon Whitehouse,Nay,9
MS Roger F. Wicker,Yea,9
OR Ron Wyden,Nay,9
IN Todd Young,Yea,9
TN Lamar Alexander,Nay,10
WI Tammy Baldwin,Yea,10
WY John Barrasso,Nay,10
CO Michael F. Bennet,Yea,10
TN Marsha Blackburn,Nay,10
CT Richard Blumenthal,Yea,10
MO Roy Blunt,Nay,10
NJ Cory A. Booker,Not Voting,10
AR John Boozman,Nay,10
IN Mike Braun,Nay,10
OH Sherrod Brown,Yea,10
NC Richard Burr,Nay,10
WA Maria Cantwell,Yea,10
WV Shelley Moore Capito,Yea,10
MD Benjamin L. Cardin,Yea,10
DE Thomas R. Carper,Yea,10
PA Robert P. Casey Jr.,Yea,10
LA Bill Cassidy,Nay,10
ME Susan M. Collins,Yea,10
DE Christopher A. Coons,Yea,10
TX John Cornyn,Nay,10
NV Catherine Cortez Masto,Yea,10
AR Tom Cotton,Nay,10
ND Kevin Cramer,Nay,10
ID Mike Crapo,Nay,10
TX Ted Cruz,Nay,10
MT Steve Daines,Nay,10
IL Tammy Duckworth,Yea,10
IL Richard J. Durbin,Yea,10
WY Michael B. Enzi,Nay,10
IA Joni Ernst,Nay,10
CA Dianne Feinstein,Yea,10
NE Deb Fischer,Nay,10
CO Cory Gardner,Nay,10
NY Kirsten E. Gillibrand,Yea,10
SC Lindsey Graham,Nay,10
IA Chuck Grassley,Nay,10
CA Kamala D. Harris,Not Voting,10
NH Margaret Wood Hassan,Yea,10
MO Josh Hawley,Nay,10
NM Martin Heinrich,Yea,10
HI Mazie K. Hirono,Yea,10
ND John Hoeven,Nay,10
MS Cindy Hyde-Smith,Nay,10
OK James M. Inhofe,Nay,10
GA Johnny Isakson,Nay,10
WI Ron Johnson,Nay,10
AL Doug Jones,Yea,10
VA Tim Kaine,Yea,10
LA John Kennedy,Nay,10
ME Angus S. King Jr.,Yea,10
MN Amy Klobuchar,Yea,10
OK James Lankford,Nay,10
VT Patrick J. Leahy,Yea,10
UT Mike Lee,Nay,10
WV Joe Manchin III,Yea,10
MA Edward J. Markey,Yea,10
KY Mitch McConnell,Nay,10
AZ Martha McSally,Nay,10
NJ Robert Menendez,Yea,10
OR Jeff Merkley,Yea,10
KS Jerry Moran,Nay,10
AK Lisa Murkowski,Yea,10
CT Christopher Murphy,Yea,10
WA Patty Murray,Yea,10
KY Rand Paul,Nay,10
GA David Perdue,Nay,10
MI Gary C. Peters,Yea,10
OH Rob Portman,Yea,10
RI Jack Reed,Yea,10
ID James E. Risch,Nay,10
KS Pat Roberts,Nay,10
UT Mitt Romney,Nay,10
NV Jacky Rosen,Yea,10
SD Mike Rounds,Nay,10
FL Marco Rubio,Not Voting,10
VT Bernard Sanders,Not Voting,10
NE Ben Sasse,Nay,10
HI Brian Schatz,Yea,10
NY Charles E. Schumer,Yea,10
FL Rick Scott,Nay,10
SC Tim Scott,Nay,10
NH Jeanne Shaheen,Yea,10
AL Richard C. Shelby,Nay,10
AZ Kyrsten Sinema,Yea,10
MN Tina Smith,Yea,10
MI Debbie Stabenow,Yea,10
AK Dan Sullivan,Nay,10
MT Jon Tester,Yea,10
SD John Thune,Nay,10
NC Thom Tillis,Nay,10
PA Patrick J. Toomey,Nay,10
NM Tom Udall,Yea,10
MD Chris Van Hollen,Yea,10
VA Mark R. Warner,Yea,10
MA Elizabeth Warren,Not Voting,10
RI Sheldon Whitehouse,Yea,10
MS Roger F. Wicker,Nay,10
OR Ron Wyden,Yea,10
IN Todd Young,Nay,10
TN Lamar Alexander,Yea,11
WI Tammy Baldwin,Yea,11
WY John Barrasso,Yea,11
CO Michael F. Bennet,Yea,11
TN Marsha Blackburn,Yea,11
CT Richard Blumenthal,Yea,11
MO Roy Blunt,Yea,11
NJ Cory A. Booker,Not Voting,11
AR John Boozman,Yea,11
IN Mike Braun,Yea,11
OH Sherrod Brown,Yea,11
NC Richard Burr,Yea,11
WA Maria Cantwell,Yea,11
WV Shelley Moore Capito,Yea,11
MD Benjamin L. Cardin,Yea,11
DE Thomas R. Carper,Yea,11
PA Robert P. Casey Jr.,Yea,11
LA Bill Cassidy,Yea,11
ME Susan M. Collins,Yea,11
DE Christopher A. Coons,Yea,11
TX John Cornyn,Yea,11
NV Catherine Cortez Masto,Yea,11
AR Tom Cotton,Yea,11
ND Kevin Cramer,Yea,11
ID Mike Crapo,Nay,11
TX Ted Cruz,Yea,11
MT Steve Daines,Yea,11
IL Tammy Duckworth,Yea,11
IL Richard J. Durbin,Yea,11
WY Michael B. Enzi,Nay,11
IA Joni Ernst,Yea,11
CA Dianne Feinstein,Yea,11
NE Deb Fischer,Yea,11
CO Cory Gardner,Yea,11
NY Kirsten E. Gillibrand,Yea,11
SC Lindsey Graham,Yea,11
IA Chuck Grassley,Yea,11
CA Kamala D. Harris,Not Voting,11
NH Margaret Wood Hassan,Yea,11
MO Josh Hawley,Yea,11
NM Martin Heinrich,Yea,11
HI Mazie K. Hirono,Yea,11
ND John Hoeven,Yea,11
MS Cindy Hyde-Smith,Yea,11
OK James M. Inhofe,Yea,11
GA Johnny Isakson,Yea,11
WI Ron Johnson,Yea,11
AL Doug Jones,Yea,11
VA Tim Kaine,Yea,11
LA John Kennedy,Yea,11
ME Angus S. King Jr.,Yea,11
MN Amy Klobuchar,Yea,11
OK James Lankford,Yea,11
VT Patrick J. Leahy,Yea,11
UT Mike Lee,Yea,11
WV Joe Manchin III,Yea,11
MA Edward J. Markey,Yea,11
KY Mitch McConnell,Yea,11
AZ Martha McSally,Yea,11
NJ Robert Menendez,Yea,11
OR Jeff Merkley,Yea,11
KS Jerry Moran,Yea,11
AK Lisa Murkowski,Yea,11
CT Christopher Murphy,Yea,11
WA Patty Murray,Yea,11
KY Rand Paul,Nay,11
GA David Perdue,Yea,11
MI Gary C. Peters,Yea,11
OH Rob Portman,Yea,11
RI Jack Reed,Yea,11
ID James E. Risch,Nay,11
KS Pat Roberts,Yea,11
UT Mitt Romney,Yea,11
NV Jacky Rosen,Yea,11
SD Mike Rounds,Yea,11
FL Marco Rubio,Not Voting,11
VT Bernard Sanders,Not Voting,11
NE Ben Sasse,Yea,11
HI Brian Schatz,Yea,11
NY Charles E. Schumer,Yea,11
FL Rick Scott,Yea,11
SC Tim Scott,Yea,11
NH Jeanne Shaheen,Yea,11
AL Richard C. Shelby,Yea,11
AZ Kyrsten Sinema,Yea,11
MN Tina Smith,Yea,11
MI Debbie Stabenow,Yea,11
AK Dan Sullivan,Yea,11
MT Jon Tester,Yea,11
SD John Thune,Yea,11
NC Thom Tillis,Yea,11
PA Patrick J. Toomey,Yea,11
NM Tom Udall,Yea,11
MD Chris Van Hollen,Yea,11
VA Mark R. Warner,Yea,11
MA Elizabeth Warren,Not Voting,11
RI Sheldon Whitehouse,Yea,11
MS Roger F. Wicker,Yea,11
OR Ron Wyden,Yea,11
IN Todd Young,Yea,11
TN Lamar Alexander,Yea,12
WI Tammy Baldwin,Yea,12
WY John Barrasso,Nay,12
CO Michael F. Bennet,Yea,12
TN Marsha Blackburn,Nay,12
CT Richard Blumenthal,Yea,12
MO Roy Blunt,Yea,12
NJ Cory A. Booker,Not Voting,12
AR John Boozman,Nay,12
IN Mike Braun,Nay,12
OH Sherrod Brown,Yea,12
NC Richard Burr,Nay,12
WA Maria Cantwell,Yea,12
WV Shelley Moore Capito,Nay,12
MD Benjamin L. Cardin,Yea,12
DE Thomas R. Carper,Yea,12
PA Robert P. Casey Jr.,Yea,12
LA Bill Cassidy,Nay,12
ME Susan M. Collins,Yea,12
DE Christopher A. Coons,Yea,12
TX John Cornyn,Nay,12
NV Catherine Cortez Masto,Yea,12
AR Tom Cotton,Nay,12
ND Kevin Cramer,Nay,12
ID Mike Crapo,Nay,12
TX Ted Cruz,Nay,12
MT Steve Daines,Nay,12
IL Tammy Duckworth,Yea,12
IL Richard J. Durbin,Yea,12
WY Michael B. Enzi,Nay,12
IA Joni Ernst,Nay,12
CA Dianne Feinstein,Yea,12
NE Deb Fischer,Nay,12
CO Cory Gardner,Nay,12
NY Kirsten E. Gillibrand,Yea,12
SC Lindsey Graham,Nay,12
IA Chuck Grassley,Nay,12
CA Kamala D. Harris,Not Voting,12
NH Margaret Wood Hassan,Yea,12
MO Josh Hawley,Nay,12
NM Martin Heinrich,Yea,12
HI Mazie K. Hirono,Yea,12
ND John Hoeven,Nay,12
MS Cindy Hyde-Smith,Nay,12
OK James M. Inhofe,Nay,12
GA Johnny Isakson,Nay,12
WI Ron Johnson,Nay,12
AL Doug Jones,Yea,12
VA Tim Kaine,Yea,12
LA John Kennedy,Nay,12
ME Angus S. King Jr.,Yea,12
MN Amy Klobuchar,Yea,12
OK James Lankford,Nay,12
VT Patrick J. Leahy,Yea,12
UT Mike Lee,Yea,12
WV Joe Manchin III,Yea,12
MA Edward J. Markey,Yea,12
KY Mitch McConnell,Nay,12
AZ Martha McSally,Nay,12
NJ Robert Menendez,Yea,12
OR Jeff Merkley,Yea,12
KS Jerry Moran,Yea,12
AK Lisa Murkowski,Yea,12
CT Christopher Murphy,Yea,12
WA Patty Murray,Yea,12
KY Rand Paul,Yea,12
GA David Perdue,Nay,12
MI Gary C. Peters,Yea,12
OH Rob Portman,Yea,12
RI Jack Reed,Yea,12
ID James E. Risch,Nay,12
KS Pat Roberts,Nay,12
UT Mitt Romney,Yea,12
NV Jacky Rosen,Yea,12
SD Mike Rounds,Nay,12
FL Marco Rubio,Not Voting,12
VT Bernard Sanders,Not Voting,12
NE Ben Sasse,Nay,12
HI Brian Schatz,Yea,12
NY Charles E. Schumer,Yea,12
FL Rick Scott,Nay,12
SC Tim Scott,Nay,12
NH Jeanne Shaheen,Yea,12
AL Richard C. Shelby,Nay,12
AZ Kyrsten Sinema,Yea,12
MN Tina Smith,Yea,12
MI Debbie Stabenow,Yea,12
AK Dan Sullivan,Nay,12
MT Jon Tester,Yea,12
SD John Thune,Nay,12
NC Thom Tillis,Nay,12
PA Patrick J. Toomey,Yea,12
NM Tom Udall,Yea,12
MD Chris Van Hollen,Yea,12
VA Mark R. Warner,Yea,12
MA Elizabeth Warren,Not Voting,12
RI Sheldon Whitehouse,Yea,12
MS Roger F. Wicker,Yea,12
OR Ron Wyden,Yea,12
IN Todd Young,Nay,12
TN Lamar Alexander,Nay,13
WI Tammy Baldwin,Yea,13
WY John Barrasso,Nay,13
CO Michael F. Bennet,Not Voting,13
TN Marsha Blackburn,Nay,13
CT Richard Blumenthal,Yea,13
MO Roy Blunt,Nay,13
NJ Cory A. Booker,Yea,13
AR John Boozman,Nay,13
IN Mike Braun,Nay,13
OH Sherrod Brown,Yea,13
NC Richard Burr,Nay,13
WA Maria Cantwell,Yea,13
WV Shelley Moore Capito,Nay,13
MD Benjamin L. Cardin,Yea,13
DE Thomas R. Carper,Yea,13
PA Robert P. Casey Jr.,Yea,13
LA Bill Cassidy,Not Voting,13
ME Susan M. Collins,Yea,13
DE Christopher A. Coons,Yea,13
TX John Cornyn,Nay,13
NV Catherine Cortez Masto,Yea,13
AR Tom Cotton,Nay,13
ND Kevin Cramer,Nay,13
ID Mike Crapo,Not Voting,13
TX Ted Cruz,Nay,13
MT Steve Daines,Nay,13
IL Tammy Duckworth,Not Voting,13
IL Richard J. Durbin,Yea,13
WY Michael B. Enzi,Nay,13
IA Joni Ernst,Nay,13
CA Dianne Feinstein,Yea,13
NE Deb Fischer,Nay,13
CO Cory Gardner,Nay,13
NY Kirsten E. Gillibrand,Not Voting,13
SC Lindsey Graham,Yea,13
IA Chuck Grassley,Nay,13
CA Kamala D. Harris,Not Voting,13
NH Margaret Wood Hassan,Yea,13
MO Josh Hawley,Nay,13
NM Martin Heinrich,Yea,13
HI Mazie K. Hirono,Yea,13
ND John Hoeven,Nay,13
MS Cindy Hyde-Smith,Nay,13
OK James M. Inhofe,Nay,13
GA Johnny Isakson,Not Voting,13
WI Ron Johnson,Nay,13
AL Doug Jones,Yea,13
VA Tim Kaine,Yea,13
LA John Kennedy,Nay,13
ME Angus S. King Jr.,Yea,13
MN Amy Klobuchar,Not Voting,13
OK James Lankford,Nay,13
VT Patrick J. Leahy,Yea,13
UT Mike Lee,Yea,13
WV Joe Manchin III,Yea,13
MA Edward J. Markey,Yea,13
KY Mitch McConnell,Nay,13
AZ Martha McSally,Nay,13
NJ Robert Menendez,Yea,13
OR Jeff Merkley,Yea,13
KS Jerry Moran,Yea,13
AK Lisa Murkowski,Yea,13
CT Christopher Murphy,Yea,13
WA Patty Murray,Yea,13
KY Rand Paul,Not Voting,13
GA David Perdue,Not Voting,13
MI Gary C. Peters,Yea,13
OH Rob Portman,Nay,13
RI Jack Reed,Yea,13
ID James E. Risch,Nay,13
KS Pat Roberts,Nay,13
UT Mitt Romney,Nay,13
NV Jacky Rosen,Yea,13
SD Mike Rounds,Nay,13
FL Marco Rubio,Nay,13
VT Bernard Sanders,Not Voting,13
NE Ben Sasse,Nay,13
HI Brian Schatz,Yea,13
NY Charles E. Schumer,Yea,13
FL Rick Scott,Nay,13
SC Tim Scott,Nay,13
NH Jeanne Shaheen,Yea,13
AL Richard C. Shelby,Nay,13
AZ Kyrsten Sinema,Yea,13
MN Tina Smith,Yea,13
MI Debbie Stabenow,Yea,13
AK Dan Sullivan,Not Voting,13
MT Jon Tester,Yea,13
SD John Thune,Nay,13
NC Thom Tillis,Nay,13
PA Patrick J. Toomey,Nay,13
NM Tom Udall,Yea,13
MD Chris Van Hollen,Yea,13
VA Mark R. Warner,Yea,13
MA Elizabeth Warren,Not Voting,13
RI Sheldon Whitehouse,Yea,13
MS Roger F. Wicker,Nay,13
OR Ron Wyden,Yea,13
IN Todd Young,Yea,13
TN Lamar Alexander,Yea,14
WI Tammy Baldwin,Yea,14
WY John Barrasso,Yea,14
CO Michael F. Bennet,Not Voting,14
TN Marsha Blackburn,Yea,14
CT Richard Blumenthal,Yea,14
MO Roy Blunt,Yea,14
NJ Cory A. Booker,Nay,14
AR John Boozman,Yea,14
IN Mike Braun,Nay,14
OH Sherrod Brown,Yea,14
NC Richard Burr,Yea,14
WA Maria Cantwell,Yea,14
WV Shelley Moore Capito,Yea,14
MD Benjamin L. Cardin,Yea,14
DE Thomas R. Carper,Yea,14
PA Robert P. Casey Jr.,Yea,14
LA Bill Cassidy,Yea,14
ME Susan M. Collins,Yea,14
DE Christopher A. Coons,Yea,14
TX John Cornyn,Yea,14
NV Catherine Cortez Masto,Yea,14
AR Tom Cotton,Yea,14
ND Kevin Cramer,Yea,14
ID Mike Crapo,Yea,14
TX Ted Cruz,Yea,14
MT Steve Daines,Yea,14
IL Tammy Duckworth,Yea,14
IL Richard J. Durbin,Yea,14
WY Michael B. Enzi,Yea,14
IA Joni Ernst,Yea,14
CA Dianne Feinstein,Yea,14
NE Deb Fischer,Yea,14
CO Cory Gardner,Yea,14
NY Kirsten E. Gillibrand,Not Voting,14
SC Lindsey Graham,Yea,14
IA Chuck Grassley,Yea,14
CA Kamala D. Harris,Not Voting,14
NH Margaret Wood Hassan,Yea,14
MO Josh Hawley,Yea,14
NM Martin Heinrich,Yea,14
HI Mazie K. Hirono,Yea,14
ND John Hoeven,Yea,14
MS Cindy Hyde-Smith,Yea,14
OK James M. Inhofe,Yea,14
GA Johnny Isakson,Yea,14
WI Ron Johnson,Yea,14
AL Doug Jones,Yea,14
VA Tim Kaine,Yea,14
LA John Kennedy,Yea,14
ME Angus S. King Jr.,Yea,14
MN Amy Klobuchar,Nay,14
OK James Lankford,Yea,14
VT Patrick J. Leahy,Yea,14
UT Mike Lee,Nay,14
WV Joe Manchin III,Yea,14
MA Edward J. Markey,Nay,14
KY Mitch McConnell,Yea,14
AZ Martha McSally,Yea,14
NJ Robert Menendez,Yea,14
OR Jeff Merkley,Nay,14
KS Jerry Moran,Yea,14
AK Lisa Murkowski,Yea,14
CT Christopher Murphy,Yea,14
WA Patty Murray,Yea,14
KY Rand Paul,Nay,14
GA David Perdue,Yea,14
MI Gary C. Peters,Yea,14
OH Rob Portman,Yea,14
RI Jack Reed,Yea,14
ID James E. Risch,Yea,14
KS Pat Roberts,Yea,14
UT Mitt Romney,Yea,14
NV Jacky Rosen,Yea,14
SD Mike Rounds,Not Voting,14
FL Marco Rubio,Yea,14
VT Bernard Sanders,Not Voting,14
NE Ben Sasse,Yea,14
HI Brian Schatz,Yea,14
NY Charles E. Schumer,Yea,14
FL Rick Scott,Yea,14
SC Tim Scott,Yea,14
NH Jeanne Shaheen,Yea,14
AL Richard C. Shelby,Yea,14
AZ Kyrsten Sinema,Yea,14
MN Tina Smith,Yea,14
MI Debbie Stabenow,Yea,14
AK Dan Sullivan,Yea,14
MT Jon Tester,Yea,14
SD John Thune,Yea,14
NC Thom Tillis,Yea,14
PA Patrick J. Toomey,Yea,14
NM Tom Udall,Yea,14
MD Chris Van Hollen,Yea,14
VA Mark R. Warner,Yea,14
MA Elizabeth Warren,Not Voting,14
RI Sheldon Whitehouse,Yea,14
MS Roger F. Wicker,Yea,14
OR Ron Wyden,Nay,14
IN Todd Young,Yea,14
TN Lamar Alexander,Yea,15
WI Tammy Baldwin,Yea,15
WY John Barrasso,Yea,15
CO Michael F. Bennet,Not Voting,15
TN Marsha Blackburn,Yea,15
CT Richard Blumenthal,Yea,15
MO Roy Blunt,Yea,15
NJ Cory A. Booker,Nay,15
AR John Boozman,Yea,15
IN Mike Braun,Yea,15
OH Sherrod Brown,Yea,15
NC Richard Burr,Yea,15
WA Maria Cantwell,Yea,15
WV Shelley Moore Capito,Yea,15
MD Benjamin L. Cardin,Yea,15
DE Thomas R. Carper,Yea,15
PA Robert P. Casey Jr.,Yea,15
LA Bill Cassidy,Yea,15
ME Susan M. Collins,Yea,15
DE Christopher A. Coons,Yea,15
TX John Cornyn,Yea,15
NV Catherine Cortez Masto,Yea,15
AR Tom Cotton,Yea,15
ND Kevin Cramer,Yea,15
ID Mike Crapo,Yea,15
TX Ted Cruz,Yea,15
MT Steve Daines,Yea,15
IL Tammy Duckworth,Nay,15
IL Richard J. Durbin,Yea,15
WY Michael B. Enzi,Yea,15
IA Joni Ernst,Yea,15
CA Dianne Feinstein,Yea,15
NE Deb Fischer,Yea,15
CO Cory Gardner,Yea,15
NY Kirsten E. Gillibrand,Not Voting,15
SC Lindsey Graham,Yea,15
IA Chuck Grassley,Yea,15
CA Kamala D. Harris,Not Voting,15
NH Margaret Wood Hassan,Yea,15
MO Josh Hawley,Yea,15
NM Martin Heinrich,Yea,15
HI Mazie K. Hirono,Nay,15
ND John Hoeven,Yea,15
MS Cindy Hyde-Smith,Yea,15
OK James M. Inhofe,Yea,15
GA Johnny Isakson,Yea,15
WI Ron Johnson,Yea,15
AL Doug Jones,Yea,15
VA Tim Kaine,Yea,15
LA John Kennedy,Yea,15
ME Angus S. King Jr.,Yea,15
MN Amy Klobuchar,Yea,15
OK James Lankford,Yea,15
VT Patrick J. Leahy,Nay,15
UT Mike Lee,Yea,15
WV Joe Manchin III,Yea,15
MA Edward J. Markey,Yea,15
KY Mitch McConnell,Yea,15
AZ Martha McSally,Yea,15
NJ Robert Menendez,Yea,15
OR Jeff Merkley,Yea,15
KS Jerry Moran,Yea,15
AK Lisa Murkowski,Yea,15
CT Christopher Murphy,Yea,15
WA Patty Murray,Yea,15
KY Rand Paul,Yea,15
GA David Perdue,Yea,15
MI Gary C. Peters,Yea,15
OH Rob Portman,Yea,15
RI Jack Reed,Yea,15
ID James E. Risch,Yea,15
KS Pat Roberts,Yea,15
UT Mitt Romney,Yea,15
NV Jacky Rosen,Yea,15
SD Mike Rounds,Not Voting,15
FL Marco Rubio,Yea,15
VT Bernard Sanders,Not Voting,15
NE Ben Sasse,Yea,15
HI Brian Schatz,Yea,15
NY Charles E. Schumer,Yea,15
FL Rick Scott,Yea,15
SC Tim Scott,Yea,15
NH Jeanne Shaheen,Yea,15
AL Richard C. Shelby,Yea,15
AZ Kyrsten Sinema,Yea,15
MN Tina Smith,Yea,15
MI Debbie Stabenow,Yea,15
AK Dan Sullivan,Yea,15
MT Jon Tester,Yea,15
SD John Thune,Yea,15
NC Thom Tillis,Yea,15
PA Patrick J. Toomey,Yea,15
NM Tom Udall,Yea,15
MD Chris Van Hollen,Yea,15
VA Mark R. Warner,Yea,15
MA Elizabeth Warren,Not Voting,15
RI Sheldon Whitehouse,Yea,15
MS Roger F. Wicker,Yea,15
OR Ron Wyden,Yea,15
IN Todd Young,Yea,15
TN Lamar Alexander,Yea,16
WI Tammy Baldwin,Yea,16
WY John Barrasso,Yea,16
CO Michael F. Bennet,Not Voting,16
TN Marsha Blackburn,Yea,16
CT Richard Blumenthal,Yea,16
MO Roy Blunt,Yea,16
NJ Cory A. Booker,Nay,16
AR John Boozman,Yea,16
IN Mike Braun,Yea,16
OH Sherrod Brown,Yea,16
NC Richard Burr,Yea,16
WA Maria Cantwell,Yea,16
WV Shelley Moore Capito,Yea,16
MD Benjamin L. Cardin,Yea,16
DE Thomas R. Carper,Yea,16
PA Robert P. Casey Jr.,Yea,16
LA Bill Cassidy,Yea,16
ME Susan M. Collins,Yea,16
DE Christopher A. Coons,Yea,16
TX John Cornyn,Yea,16
NV Catherine Cortez Masto,Yea,16
AR Tom Cotton,Yea,16
ND Kevin Cramer,Yea,16
ID Mike Crapo,Yea,16
TX Ted Cruz,Yea,16
MT Steve Daines,Yea,16
IL Tammy Duckworth,Yea,16
IL Richard J. Durbin,Yea,16
WY Michael B. Enzi,Yea,16
IA Joni Ernst,Yea,16
CA Dianne Feinstein,Yea,16
NE Deb Fischer,Yea,16
CO Cory Gardner,Yea,16
NY Kirsten E. Gillibrand,Not Voting,16
SC Lindsey Graham,Yea,16
IA Chuck Grassley,Yea,16
CA Kamala D. Harris,Not Voting,16
NH Margaret Wood Hassan,Yea,16
